FMEL_UPD_D,Feature ID,Geometry Type,INC_CRC,Name,Point Order,SUBID,Sub Feature ID,X,X_COORD,Y,Y_COORD,address_type,blk_no,building,clinic_programme_code,floor_no,hci_code,hci_name,hci_tel,licence_type,postal,street_name,unit_no
20210926121846,332,Point,6E39A1B9131DC0B5,kml_333,0,332_0,332,103.829470015099,27571.68639345,1.28253466924079,29441.68770841,A,126,MULTI STOREY CAR PARK,CHAS,01,14M0279,FIRSTHEALTH CLINIC & SURGERY,66944981,MC,160126,KIM TIAN ROAD,04
20210926121846,333,Point,26C1952CBDAEFEF4,kml_334,0,333_0,333,103.752483840899,19004.10783338,1.38004753002611,40224.31266991,,137,TECK WHYE SHOPPING CENTRE,"CDMP,CHAS",01,9400534,FOCUS MEDICAL CENTRE,67692822,MC,680137,TECK WHYE LANE,329
20210926121846,334,Point,15A4711A495A1C8C,kml_335,0,334_0,334,103.802856952292,24609.88367388,1.2922546717017,30516.49536544,A,162,,"CDMP,CHAS",01,9403524,FONG CLINIC,64745993,MC,140162,MEI LING ST,361
20210926121846,335,Point,CC878337A90C1981,kml_336,0,335_0,335,103.808980553653,25291.36793263,1.27338751529297,28430.25515568,A,78A,,"CDMP,CHAS",01,16C0164,FRASER MEDICAL CENTRE,62733603,MC,101078,TELOK BLANGAH ST 32,07
20210926121846,336,Point,04173A8B145CC624,kml_337,0,336_0,336,103.808242400061,25209.23133969,1.28645354013154,29875.02961868,A,1,,"CDMP,CHAS",01,9400550,FRIENDSHIP CLINIC & SURGERY,62726628,MC,150001,JALAN BUKIT MERAH,4524
20210926121846,337,Point,DF721122E714A0D4,kml_338,0,337_0,337,103.879309094037,33118.16452973,1.38085035421403,40312.98154776,A,982,,"CDMP,CHAS,ISP",01,9405137,FRONTIER MEDICAL ASSOCIATES,63152913,MC,530982,BUANGKOK CRESCENT,03
20210926121846,338,Point,2316D0C6CEF499D3,kml_339,0,338_0,338,103.838176471518,28540.62378669,1.37354853932334,39505.53498628,A,163,,"CDMP,CHAS,ISP",01,9405138,FRONTIER MEDICAL ASSOCIATES,64532571,MC,560163,ANG MO KIO AVE 4,426
20210926121846,339,Point,D152603E9049B8AB,kml_340,0,339_0,339,103.901228610039,35557.69016346,1.32955256814021,34640.78854952,A,304,,"CDMP,CHAS,ISP",01,9405451,FRONTIER MEDICAL ASSOCIATES,67460909,MC,400304,UBI AVENUE 1,87
20210926121846,340,Point,926EF8F0DCEDB5B4,kml_341,0,340_0,340,103.795261266782,23764.8017501,1.43656985620916,46474.14825364,A,899C,,"CDMP,CHAS,ISP",01,9405452,FRONTIER MEDICAL ASSOCIATES,63663631,MC,732899,WOODLANDS DR 50,296
20210926121846,341,Point,89DE31BA74E64B41,kml_342,0,341_0,341,103.840410312781,28789.20644353,1.42305346406148,44979.53964395,A,654,,"CDMP,CHAS,ISP",01,9405453,FRONTIER MEDICAL ASSOCIATES,67587536,MC,760654,YISHUN AVE 4,437
20210926121846,342,Point,FA116104A9FA338A,kml_343,0,342_0,342,103.832409171987,27898.79751797,1.44885564702056,47832.61407563,,105,,CHAS,01,18M0038,FRONTIER MEDICAL ASSOCIATES,62665080,MC,750105,CANBERRA STREET,11
20210926121846,343,Point,937D52A832C4A1E1,kml_344,0,343_0,343,103.739303105448,17537.15069155,1.35572308150266,37534.68925488,A,440,,"CDMP,CHAS,ISP",01,18M0250,FRONTIER MEDICAL ASSOCIATES,63370061,MC,650440,BUKIT BATOK WEST AVENUE 8,05
20210926121846,344,Point,5B9414326BC7BCDC,kml_345,0,344_0,344,103.743942567846,18053.45938502,1.35303717996943,37237.67606854,A,451,,CHAS,01,18M0356,FRONTIER MEDICAL ASSOCIATES,62583035,MC,650451,BUKIT BATOK WEST AVE 6,07
20210926121846,345,Point,23BF4A9F996B82A0,kml_346,0,345_0,345,103.806198056521,24981.90510084,1.44062992413871,46923.0729089,A,691,,CHAS,01,18M0009,FRONTIER MEDICAL ASSOCIATES,63141098,MC,730691,WOODLANDS DRIVE 73,04
20210926121846,346,Point,3E68C36F07B4D5A3,kml_347,0,346_0,346,103.834676124776,28151.08249404,1.30242417185937,31640.96600373,B,391B,NGEE ANN CITY TOWER B,"CDMP,CHAS",25,11C0109,FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES,66643801,MC,238874,ORCHARD ROAD,01/07/08
20210926121846,347,Point,1C5F09DC2093683F,kml_348,0,347_0,347,103.801264139133,24432.59204659,1.27398640019418,28496.48616533,,460,,"CDMP,CHAS",02,9405615,FULLERTON HEALTHCARE @ ARC,63333636,MC,119963,ALEXANDRA ROAD,18
20210926121846,348,Point,929EE16047470DC0,kml_349,0,348_0,348,103.830642027915,27702.1243624,1.30467628686208,31889.99344859,B,501,WHEELOCK PLACE,"CDMP,CHAS",04,17M0287,FUSION MEDICAL HEALTH SCREENING & AESTHETIC,62506548,MC,238880,ORCHARD ROAD,11
20210926121846,349,Point,238F105A6ABC6B5F,kml_350,0,349_0,349,103.697732090659,12910.72073799,1.34874357156987,36763.1478772,A,762,,"CDMP,CHAS",02,9402009,Faith Clinic (Jurong West),67916780,MC,640762,JURONG WEST ST 75,256D
20210926121846,350,Point,372615BD8F629C34,kml_351,0,350_0,350,103.945086743402,40438.7096671,1.31873582672514,33444.9039634,A,158,,"CDMP,CHAS,ISP",01,9403708,Famicare Bedok Clinic Pte Ltd,64428373,MD,460158,Bedok South Avenue 3,581
20210926121846,351,Point,2647049F20F1B587,kml_352,0,351_0,351,103.720184719407,15409.39757891,1.33772592748385,35544.74306369,A,365,,"CDMP,CHAS",01,9404579,Family Doctors at 365,62652968,MD,610365,CORPORATION DRIVE,407
20210926121846,352,Point,6A2858AF1C6C0816,kml_353,0,352_0,352,103.844697080902,29266.33262672,1.28499882861736,29714.16418401,B,133,CHINATOWN POINT,"CDMP,CHAS,ISP",02,14M0009,Family Medicine Clinic Chinatown,62255155,MC,059413,NEW BRIDGE ROAD,09
20210926121846,353,Point,11D4068A80A4BAC7,kml_354,0,353_0,353,103.873437403062,32464.70355075,1.38919466650292,41235.64161533,A,405C,,"CDMP,CHAS",01,13M0356,Fernvale Family Clinic,68756182,MC,793405,FERNVALE LANE,101
20210926121846,354,Point,B5A5EFE41C9918D2,kml_355,0,354_0,354,103.757864718234,19602.82389718,1.34879030670709,36768.02553251,A,272,,"CDMP,CHAS",01,9403551,First Light Family Clinic & Surgery,65603930,MC,650272,Bukit Batok East Avenue 4,72
20210926121846,355,Point,8FB8E40C28791636,kml_356,0,355_0,355,103.744211484367,18083.36935903,1.34874703498808,36763.29210414,A,151,,"CDMP,CHAS",01,9402667,Foo And Ong Family Clinic Pte. Ltd.,65672212,MC,650151,BUKIT BATOK ST 11,256
20210926121846,356,Point,683E7D63B8359DE9,kml_357,0,356_0,356,103.76514748726,20413.21002471,1.3142704390532,32950.96881867,B,3151,CITYVIBE,"CDMP,CHAS,ISP",04,13C0052,Frontier Family Medicine Clinic,67788362,MD,129581,COMMONWEALTH AVENUE WEST,01
20210926121846,357,Point,5DECDEC4947DF932,kml_358,0,357_0,357,103.703395356357,13540.95788003,1.34486489516062,36334.22824042,A,678D,,"CDMP,CHAS,ISP",01,9405162,Frontier Medical Associates,68622340,MC,644678,JURONG WEST STREET 64,347
20210926121846,358,Point,4F4C861C889A455B,kml_359,0,358_0,358,103.937343348132,39576.89557166,1.32919868633173,34601.79793826,A,123,,"CDMP,CHAS,ISP",01,9404783,Frontier People's Clinic,64430261,MC,460123,BEDOK NORTH STREET 2,152
20210926121846,359,Point,4A767A66C4DED826,kml_360,0,359_0,359,103.682668844091,11234.32086255,1.34536991705033,36390.20373075,B,36,NANYANG TECHNOLOGICAL UNIVERSITY,"CDMP,CHAS,ISP",01,18M0178,Fullerton Health @ NTU,67936828,MC,639801,NANYANG AVENUE,01/02
20210926121846,360,Point,6932156C5747F121,kml_361,0,360_0,360,103.844782386419,29275.80883626,1.32003005040623,33587.736369,B,8,NOVENA SPECIALIST CENTER,"CDMP,CHAS,ISP",05,18M0141,Integrated Wellness Clinic,63390665,MC,307470,SINARAN DRIVE,04
20210926121846,361,Point,50D94C668FFC95CE,kml_362,0,361_0,361,103.88965593027,34269.58883778,1.39922772560696,42345.08377595,,338,,CHAS,01,18M0059,Island Family Clinic & Endoscopy Centre,62810142,MC,540338,ANCHORVALE CRESCENT,08
20210926121846,362,Point,B68C7CEF7ADF0935,kml_363,0,362_0,362,103.93483060668,39297.22146033,1.33607209518397,35361.81375202,A,763,,"CDMP,CHAS,ISP",01,12C0190,Island Family Clinic (Bedok),62435871,MC,470763,BEDOK RESERVOIR VIEW,283
20210926121846,363,Point,9D41F89D912A589E,kml_364,0,363_0,363,103.739809933345,17593.54200344,1.35269613886399,37199.98283387,A,447,,CHAS,01,18M0338,Island Family Clinic (Bukit Batok),62501530,MC,650447,BUKIT BATOK WEST AVENUE 9,05
20210926121846,364,Point,7B4162A9E1867A57,kml_365,0,364_0,364,103.892995495589,34641.27404798,1.38621835559438,40906.58195909,A,279,,"CDMP,CHAS",01,15M0146,Island Family Clinic (Sengkang),63842759,MC,540279,SENGKANG EAST AVENUE,05
20210926121846,365,Point,B4AE2E261F9BDB4D,kml_366,0,365_0,365,103.842154838462,28983.38878618,1.3195180026839,33531.11559553,B,55,Revenue House,"CDMP,CHAS",02,9404061,Island Medical Clinic,62550900,MC,307987,Newton Road,07
20210926121846,366,Point,8BFF0FCE89A14FD4,kml_367,0,366_0,366,103.860269172947,30999.35036991,1.30764582352943,32218.36541624,A,802,,"CDMP,CHAS,ISP",01,9400749,JAPAN CLINIC AND SURGERY,62984517,MC,200802,FRENCH RD,55
20210926121846,367,Point,32D427F18439DF23,kml_368,0,367_0,367,103.790548015767,23240.30157166,1.44275333234585,47157.89552847,A,883,,"CDMP,CHAS",02,9402063,JIREH FAMILY CLINIC,63660373,MC,730883,WOODLANDS ST 82,468A
20210926121846,368,Point,979E08E26A47CC8B,kml_369,0,368_0,368,103.837381409799,28452.14359945,1.37138400101395,39266.19117744,A,107,,"CDMP,CHAS,ISP",01,9404817,JJ CLINIC & SURGERY,64595594,MC,560107,ANG MO KIO AVENUE 4,150
20210926121846,369,Point,9E421563C0FEF86A,kml_370,0,369_0,369,103.743099573448,17959.80639937,1.39207388757417,41554.16547072,A,533,LIMBANG SHOPPING CENTRE,"CDMP,CHAS",01,9400756,JO-LIN FAMILY CLINIC & SURGERY,67606014,MC,680533,CHOA CHU KANG ST 51,29
20210926121846,370,Point,DBAA8CFFC98F4BD9,kml_371,0,370_0,370,103.835446503405,28236.80771967,1.41562517359593,44158.155584,A,844,,"CDMP,CHAS",01,9405335,JOY CLINIC AND SURGERY,67530702,MC,760844,YISHUN ST 81,164
20210926121846,371,Point,51076516D09A48A5,kml_372,0,371_0,371,103.91989305506,37634.82343308,1.33716507465033,35482.60637394,A,703,,"CDMP,CHAS,ISP",01,19M0221,JOY FAMILY CLINIC,64422483,MC,470703,BEDOK RESERVOIR ROAD,3506
20210926121846,372,Point,180BD552228280CB,kml_373,0,372_0,372,103.964632224965,42613.64820546,1.36707357511654,38789.96531543,A,258,,"CDMP,CHAS,ISP",02,9405739,JUBILEE FAMILY PHYSICIANS,65821883,MC,510258,PASIR RIS ST 21,16
20210926121846,373,Point,38D3E3DBB5987D2B,kml_374,0,373_0,373,103.71842993374,15214.16702571,1.34902708947199,36794.37935138,A,507,,"CDMP,CHAS",01,9404526,JW Corporation Clinic Pte Ltd,65646745,MD,640507,Jurong West Street 52,156
20210926121846,374,Point,DCC372E676DB2690,kml_375,0,374_0,374,103.846558024961,29473.43800609,1.28883856203064,30138.74308924,,8,THE CENTRAL OFFICE TOWER 1,"CDMP,CHAS",13,9405410,Jade Medical Clinic Pte Ltd,62259813,MC,059818,EU TONG SEN STREET,99
20210926121846,375,Point,75C6A211C78508F2,kml_376,0,375_0,375,103.815580869089,26026.08049898,1.45603699743209,48626.6995924,A,483,,"CDMP,CHAS,ISP",01,9403620,Jane & Lee Sembawang Family Clinic,68537677,MC,750483,Admiralty Link,23
20210926121846,376,Point,483E293A7CE1BD95,kml_377,0,376_0,376,103.844212383776,29212.37210633,1.32214005414322,33821.04952422,B,38,Mount Elizabeth Novena Specialist Centre,CHAS,06,18M0070,Jireh Heart centre,69096221,MC,329563,IRRAWADDY ROAD,63
20210926121846,377,Point,8583FC0A1B4AFCA3,kml_378,0,377_0,377,103.888536901518,34145.14898436,1.36298113879038,38337.11553831,A,1030,,"CDMP,CHAS",,9405205,Joash Family Clinic & Surgery,62827371,MC,534767,UPPER SERANGOON ROAD,
20210926121846,378,Point,BF1FCF6850FD0D5B,kml_379,0,378_0,378,103.932787707033,39069.80786809,1.34943750949191,36839.685892,,825,,"CDMP,CHAS,ISP",01,9404224,JoyHealth Medical Clinic & Surgery,67811868,MC,520825,Tampines Street 81,50
20210926121846,379,Point,36CEB261CE126F48,kml_380,0,379_0,379,103.914145075391,36995.15224481,1.3320509461928,34917.08989942,,632,,"CDMP,CHAS,ISP",01,9400803,K L TAY CLINIC & SURGERY,64481630,MC,470632,BEDOK RESERVOIR RD,822
20210926121846,380,Point,BC234EA237A26732,kml_381,0,380_0,380,103.852130314178,30093.59064292,1.28385576222736,29587.77473949,B,24,CLIFFORD CENTRE,"CDMP,CHAS",02,9404823,K N CHIN & ASSOCIATES PTE LTD,65389533,MC,048621,RAFFLES PLACE,18
20210926121846,381,Point,7C704C450118D347,kml_382,0,381_0,381,103.859014406987,30859.71977216,1.29593189474123,30923.09790327,B,3,SUNTEC CITY MALL,"CDMP,CHAS",02,9403350,K N CHIN & ASSOCIATES PTE LTD Medical Practice,63372522,MC,038983,TEMASEK BOULEVARD,400
20210926121846,382,Point,D48DEB283C605C87,kml_383,0,382_0,382,103.941978174961,40092.46036889,1.37860239755804,40064.64021755,A,625,Elias Mall,"CDMP,CHAS",01,9400784,K. B. TAN CLINIC & LASER SURGERY,65839091,MC,510625,ELIAS RD,310
20210926121846,383,Point,C67F9884578CAC8D,kml_384,0,383_0,383,103.953541143682,41379.46959545,1.34359376196236,36193.61699027,A,248,MULTI STOREY CAR PARK,CHAS,01,18M0028,K2 MEDICAL CLINIC,65881322,MC,520248,SIMEI STREET 3,128
20210926121846,384,Point,96AAA2802FBE9669,kml_385,0,384_0,384,103.869914603946,32072.77623295,1.32066445659415,33657.91284059,A,66,,"CDMP,CHAS,ISP",01,20M0261,KALLANG BAHRU FAMILY CLINIC PTE. LTD.,62950010,MC,330066,KALLANG BAHRU,485
20210926121846,385,Point,56C4A1287370BF79,kml_386,0,385_0,385,103.751790332685,18926.81139372,1.34866680951042,36754.39156139,A,644,,"CDMP,CHAS,ISP",01,9400817,KANG AN CLINIC PTE LTD,65664856,MC,650644,BT BATOK CENTRAL,70
20210926121846,386,Point,AF6111DC91915D50,kml_387,0,386_0,386,103.854594160953,30367.71076084,1.37380851529933,39534.29181064,A,532,CHENG SAN CENTRE,"CDMP,CHAS",01,11C0114,KANG CLINIC,64811044,MC,560532,ANG MO KIO AVENUE 10,2465
20210926121846,387,Point,A995DDAF2AC87C0E,kml_388,0,387_0,387,103.743190998217,17969.98146638,1.39224240557079,41572.79901659,A,534,LIMBANG SHOPPING CENTRE,"CDMP,CHAS",01,9405301,HEALTHWAY MEDICAL,67622555,MC,680534,CHOA CHU KANG ST 51,37
20210926121846,388,Point,7A713251BD2730DC,kml_389,0,388_0,388,103.833450479218,28014.6786147,1.42751898225106,45473.3129155,A,748,,"CDMP,CHAS,ISP",01,14M0084,HEALTHWAY MEDICAL,68537101,MC,760748,YISHUN STREET 72,230
20210926121846,389,Point,BFDEE0FA17E09569,kml_390,0,389_0,389,103.691459639169,12212.6174493,1.34138531152671,35949.54641203,A,960,,"CDMP,CHAS",01,9405298,HEALTHWAY MEDICAL CLINIC,67915680,MC,640960,JURONG WEST ST 92,166
20210926121846,390,Point,03E3B0FF077FC3C9,kml_391,0,390_0,390,103.884763845833,33725.37978281,1.30782736795111,32238.48221438,A,41,,"CDMP,CHAS,ISP",01,9400664,HEALTHWISE MEDICAL CLINIC & SURGERY,62412889,MC,390041,JALAN TIGA,07
20210926121846,391,Point,010CADA3C14401C5,kml_392,0,391_0,391,103.854644986918,30373.37795651,1.36271541943285,38307.67374948,A,410,,"CDMP,CHAS",01,9405125,HK FAMILY CLINIC & SURGERY PTE LTD,65528757,MC,560410,ANG MO KIO AVE 10,817
20210926121846,392,Point,B65FED7D5AC461F8,kml_393,0,392_0,392,103.819408460582,26451.91488991,1.2774078589668,28874.79543296,A,9,,"CDMP,CHAS,ISP",01,9403532,HL CLINIC PTE LTD,62721986,MC,090009,TELOK BLANGAH CRESCENT,135
20210926121846,393,Point,C771C5C3324F4EBA,kml_394,0,393_0,393,103.826185854452,27206.18559822,1.28032113582023,29196.92744389,A,111,,"CDMP,CHAS",01,9405544,HL FAMILY CLINIC & SURGERY PTE LTD,62785966,MD,160111,JALAN BUKIT MERAH,1704
20210926121846,394,Point,231DD4C8F8ED8F91,kml_395,0,394_0,394,103.938051284815,39655.66709124,1.3323346834519,34948.56430444,A,89,,"CDMP,CHAS",01,9404918,HL FAMILY CLINIC & SURGERY(BEDOK) PTE LTD,64420494,MC,460089,BEDOK NORTH STREET 4,83
20210926121846,395,Point,BFC5B1FA7FE07D59,kml_396,0,395_0,395,103.771350557955,21103.55269318,1.31427860262492,32951.85346103,A,352,,"CDMP,CHAS,ISP",01,9405674,HO MEDICAL CENTRE PTE LTD,64748923,MC,120352,CLEMENTI AVENUE 2,115
20210926121846,396,Point,3258C4F46E8562A2,kml_397,0,396_0,396,103.843980123077,29186.5407734,1.28577009942741,29799.44704306,B,101,PEOPLE'S PARK CTR,CHAS,03,9405449,HO MEDICAL CLINIC,65358678,MC,058357,UPPER CROSS ST,09
20210926121846,397,Point,636CACB35E790EAA,kml_398,0,397_0,397,103.886010316195,33864.05049199,1.32915899651205,34597.22804781,A,35,,"CDMP,CHAS",01,9400688,HO TONG CLINIC,67456517,MC,370035,CIRCUIT RD,448
20210926121846,398,Point,C771C5C3B2A12FE2,kml_399,0,398_0,398,103.826185854452,27206.18559822,1.28032113582023,29196.92744389,,111,,"CDMP,CHAS,ISP",01,9400691,HONG ASSOCIATES CLINIC,62702233,MC,160111,JLN BUKIT MERAH,1682
20210926121846,399,Point,BD3CCDA88D8907BE,kml_400,0,399_0,399,103.952436775108,41256.5426872,1.34775409914604,36653.64079409,,282,,"CDMP,CHAS",01,9401982,HONG FAMILY CLINIC,67843300,MC,520282,TAMPINES ST 22,300
20210926121846,400,Point,3258C4F404C4896E,kml_401,0,400_0,400,103.843980123077,29186.5407734,1.28577009942741,29799.44704306,B,101,PEOPLE'S PARK CENTRE,"CDMP,CHAS",B1,9400696,HONG'S CLINIC PEOPLE'S PARK CENTRE,65352169,MD,058357,UPPER CROSS STREET,37
20210926121846,401,Point,32D427F126733E5A,kml_402,0,401_0,401,103.790548015767,23240.30157166,1.44275333234585,47157.89552847,B,883,WOODLANDS NORTH PLAZA,"CDMP,CHAS",02,9402058,HOPE FAMILY CLINIC AND SURGERY,63691328,MC,730883,WOODLANDS ST 82,466A
20210926121846,402,Point,773AC33325E3E778,kml_403,0,402_0,402,103.882931930103,33521.35329301,1.3753225375634,39701.75151905,B,51,,"CDMP,CHAS,ISP",02,18M0269,HOUGANG FAMILY MEDICINE CLINIC,63153323,MC,538776,HOUGANG AVENUE 9,01
20210926121846,403,Point,515F5A35B1F1E8F5,kml_404,0,403_0,403,103.857201210738,30657.89651916,1.32486749271072,34122.64582811,B,300,WHAMPOA COMMUNITY CLUB,"CDMP,CHAS",02,16M0348,"HUA MEI CLINIC, WHAMPOA",66619545,MC,327737,WHAMPOA DRIVE,06
20210926121846,404,Point,57204D5BE8E207D9,kml_405,0,404_0,404,103.842029779251,28969.48315991,1.2874030082089,29980.0047674,A,51,,"CDMP,CHAS",03,9404652,HUAN CLINIC,65357628,MC,160051,CHIN SWEE ROAD,111
20210926121846,405,Point,9E634C646C5562B1,kml_406,0,405_0,405,103.839395071325,28676.23854942,1.37530562129984,39699.82447759,A,157,,"CDMP,CHAS,ISP",01,9400714,HUI CLINIC + SURGERY,64588596,MC,560157,ANG MO KIO AVE 4,566
20210926121846,406,Point,3583DFF3B53F7FCC,kml_407,0,406_0,406,103.95335936462,41359.14479573,1.36092283905723,38109.78112711,A,476,,"CDMP,CHAS,ISP",01,9400715,HWANG & LIANG FAMILY CLINIC & SURGERY,67888888,MC,520476,TAMPINES ST 44,173
20210926121846,407,Point,FDC53CE925767164,kml_408,0,407_0,407,103.962895349626,42420.37205597,1.36408364491692,38459.34274159,A,156,,"CDMP,CHAS,ISP",01,9403441,Hamid Family Clinic & Surgery,65848804,MC,510156,Pasir Ris St 13,35
20210926121846,408,Point,B1D31715F5F716B9,kml_409,0,408_0,408,103.825595753279,27140.51294207,1.28263437658533,29452.71379005,A,26,MULTI STOREY CAR PARK,"CDMP,CHAS",01,12C0112,Health First Family Clinic,67932833,MC,161026,JALAN MEMBINA,06
20210926121846,409,Point,8F7F24CC34E4D2B1,kml_410,0,409_0,409,103.744921736282,18162.60963888,1.39693363037626,42091.52424535,A,601,,"CDMP,CHAS,ISP",01,20M0317,HealthLight Family Medicine Clinic,67672281,MC,680601,Choa Chu Kang St 62,09
20210926121846,410,Point,6B960635781E36C9,kml_411,0,410_0,410,103.954271099633,41460.51872027,1.37737766647601,39929.28134035,B,1,Downtown East,CHAS,02,18C0112,HealthMatters - The Family Practice,6555755,MC,519599,"Pasir Ris Close,",309/310
20210926121846,411,Point,F3F0DBA99FF2B546,kml_412,0,411_0,411,103.768454110363,20781.40884747,1.38319686720506,40572.49621336,A,416,,"CDMP,CHAS,ISP",01,9404130,HealthMed Family Clinic (Bukit Panjang),67604321,MC,670416,Saujana Road,50
20210926121846,412,Point,9E634C6472FAE8AF,kml_413,0,412_0,412,103.839395071325,28676.23854942,1.37530562129984,39699.82447759,A,157,MAYFLOWER SHOPPING & FOOD CENTRE,"CDMP,CHAS,ISP",01,20M0077,Healthcare AMK Medical Clinic,64511528,MC,560157,ANG MO KIO AVENUE 4,578
20210926121846,413,Point,BCF9858D031AD6A6,kml_414,0,413_0,413,103.894853675365,34848.12417745,1.36566733051338,38634.15811486,A,311,,"CDMP,CHAS",01,17M0110,Healthcare Hougang Medical Clinic,62881426,MC,530311,HOUGANG AVENUE 5,191
20210926121846,414,Point,5C0F1C27319648B3,kml_415,0,414_0,414,103.746409176593,18327.92997593,1.34409358188013,36248.7276335,A,296A,SKYLINE II @ BUKIT BATOK,CHAS,01,18M0147,Healthlife Family Clinic,69048680,MC,651296,BUKIT BATOK STREET 22,64
20210926121846,415,Point,63E73D50639703B9,kml_416,0,415_0,415,103.896042267939,34980.31544962,1.39484816497783,41860.8319343,,263,,"CDMP,CHAS,ISP",01,9403866,Healthmark Family Clinic (Compassvale),68810075,MC,540263,Compassvale Street,02/03
20210926121846,416,Point,02BE43454509B310,kml_417,0,416_0,416,103.916054652799,37207.41214074,1.39944615058909,42369.32322481,A,639,,"CDMP,CHAS,ISP",01,9404497,Healthmark Medical Clinic,68756696,MC,820639,Punggol Drive,06
20210926121846,417,Point,B7D8B1C058836592,kml_418,0,417_0,417,103.697174842354,12848.66147374,1.34169239237791,35983.46577396,,638,Pioneer Mall,"CDMP,CHAS,ISP",02,9403719,Healthmark Pioneer Mall Clinic,68613100,MC,640638,Jurong West Street 61,08
20210926121846,418,Point,723647239EC38896,kml_419,0,418_0,418,103.848986957423,29743.70510049,1.3638957019431,38438.17845933,A,338,,"CDMP,CHAS,ISP",01,13M0328,Healthpath Medical Clinic and Surgery,64832556,MC,560338,ANG MO KIO AVENUE 1,1651
20210926121846,419,Point,E738B56169E667E0,kml_420,0,419_0,419,103.870430572629,32130.17625566,1.33400699198632,35133.26314297,A,105A,,"CDMP,CHAS,ISP",01,20M0038,Healthsprings Medical & Laser Clinic,86166166,MC,341105,BIDADARI PARK DRIVE,09
20210926121846,420,Point,3679336DF8C24016,kml_421,0,420_0,420,103.766228468168,20533.72990182,1.38540569301034,40816.74398037,,524A,GREENRIDGE SHOPPING CENTRE,"CDMP,CHAS",02,9405360,Healthsprings Medical Clinic,68926681,MC,671524,JELAPANG ROAD,01/02
20210926121846,421,Point,FE1C7EC310354FF0,kml_422,0,421_0,421,103.934249434387,39232.58188074,1.32749295502142,34413.17234339,,218,,"CDMP,CHAS",01,9402301,Healthway Medical,64410236,MC,460218,BEDOK NORTH ST 1,17
20210926121846,422,Point,1F5F206C922D0E9F,kml_423,0,422_0,422,103.893775562591,34728.12400162,1.37249493836098,39389.11757114,B,90,Hougang Mall,"CDMP,CHAS",04,9404148,Healthway Medical,63437620,MC,538766,Hougang Avenue 10,06
20210926121846,423,Point,AC286C18DA9C0F1C,kml_424,0,423_0,423,103.706710011276,13909.82250764,1.34118688532867,35927.51231873,A,690,,"CDMP,CHAS,ISP",01,9403530,Healthway Medical,67924480,MC,640690,JURONG WEST CENTRAL 1,193
20210926121846,424,Point,F126EDA4217987CC,kml_425,0,424_0,424,103.913047323352,36872.75608565,1.39423719749383,41793.33136435,B,168,,"CDMP,CHAS",02,9404131,Healthway Medical,63153493,MC,820168,Punggol Field,07A
20210926121846,425,Point,2EF7BED9E1D7D831,kml_426,0,425_0,425,103.945102946946,40440.32640118,1.35580335647499,37543.64960717,A,503,,"CDMP,CHAS,ISP",01,9404107,Healthway Medical,67890383,MD,520503,Tampines Central 1,311
20210926121846,426,Point,0F1816C39FFB9DCA,kml_427,0,426_0,426,103.848854818027,29729.02073953,1.33390034089973,35121.4444639,A,177,,"CDMP,CHAS,ISP",01,9404109,Healthway Medical,62553773,MC,310177,Toa Payoh Central,130
20210926121846,427,Point,0C0795B481C7C1A6,kml_428,0,427_0,427,103.744276460475,18090.59544666,1.34747947809009,36623.13169561,A,153,,"CDMP,CHAS",01,9402033,Healthway Medical,65679881,MC,650153,BUKIT BATOK ST 11,284
20210926121846,428,Point,17FCB06CECCC44CF,kml_429,0,428_0,428,103.890093177136,34318.37068776,1.3527739328609,37208.45823252,A,108,,"CDMP,CHAS,ISP",01,9402197,Healthway Medical,62849692,MC,530108,HOUGANG AVE 1,1299
20210926121846,429,Point,BFF7CD4E7BC80C94,kml_430,0,429_0,429,103.849007895658,29746.09521182,1.27796672374231,28936.59293969,B,6A,Downtown Gallery,"CDMP,CHAS",02,9404697,Healthway Medical,62202383,MD,068815,SHENTON WAY,15
20210926121846,430,Point,C0989E6E6ACFCC21,kml_431,0,430_0,430,103.901841043722,35625.67314454,1.38533736141014,40809.19266326,A,118,RIVERVALE PLAZA,"CDMP,CHAS,ISP",02,9405228,Healthway Medical,68812689,MD,540118,RIVERVALE DRIVE,17
20210926121846,431,Point,D48DEB28FC094303,kml_432,0,431_0,431,103.941978174961,40092.46036889,1.37860239755804,40064.64021755,A,625,ELIAS MALL,"CDMP,CHAS",01,9405243,Healthway Medical,65846822,MC,510625,ELIAS RD,322
20210926121846,432,Point,D022E3211DF73D2C,kml_433,0,432_0,432,103.861087462865,31090.40397139,1.31942539044681,33520.89049554,A,101,,"CDMP,CHAS,ISP",01,9405439,Healthway Medical,62977592,MD,322101,TOWNER ROAD,236
20210926121846,433,Point,45465B705C3CEB07,kml_434,0,433_0,433,103.79531438351,23770.71393482,1.43712301469225,46535.3137346,B,888,888 PLAZA,"CDMP,CHAS",02,9405625,Healthway Medical,63649661,MC,730888,WOODLANDS DR 50,737
20210926121846,434,Point,4D220D972F953D2B,kml_435,0,434_0,434,103.953586491461,41384.46898859,1.35226231434834,37152.14358944,A,201D,,"CDMP,CHAS,ISP",01,9405759,Healthway Medical,62608801,MC,524201,TAMPINES STREET 21,1143
